capacitity,red,green,blue,label
404.2,0.5751,0.1932,0.2317,APEROL
404.4,0.5751,0.1932,0.2317,APEROL
404.2,0.5751,0.1932,0.2317,APEROL
404.4,0.5751,0.1932,0.2317,APEROL
404.8,0.5751,0.1932,0.2317,APEROL
404.6,0.5751,0.1932,0.2317,APEROL
404.0,0.5769,0.1924,0.2307,APEROL
404.0,0.5769,0.1924,0.2307,APEROL
403.0,0.5762,0.1907,0.2331,APEROL
403.0,0.5762,0.1907,0.2331,APEROL
403.2,0.578,0.1899,0.2321,APEROL
403.6,0.578,0.1899,0.2321,APEROL
404.2,0.5798,0.1891,0.2311,APEROL
404.8,0.5798,0.1891,0.2311,APEROL
404.2,0.5792,0.1916,0.2292,APEROL
404.0,0.5792,0.1916,0.2292,APEROL
403.0,0.5774,0.1924,0.2302,APEROL
402.6,0.5774,0.1924,0.2302,APEROL
403.6,0.5768,0.1949,0.2283,APEROL
403.0,0.5768,0.1949,0.2283,APEROL
403.2,0.5768,0.1949,0.2283,APEROL
404.2,0.5768,0.1949,0.2283,APEROL
404.6,0.5768,0.1949,0.2283,APEROL
402.6,0.5768,0.1949,0.2283,APEROL
403.6,0.5774,0.1924,0.2302,APEROL
403.4,0.5774,0.1924,0.2302,APEROL
403.6,0.5774,0.1924,0.2302,APEROL
404.8,0.5774,0.1924,0.2302,APEROL
405.4,0.5798,0.1891,0.2311,APEROL
405.2,0.5798,0.1891,0.2311,APEROL
406.8,0.5798,0.1891,0.2311,APEROL
406.4,0.5798,0.1891,0.2311,APEROL
404.6,0.578,0.1899,0.2321,APEROL
404.0,0.578,0.1899,0.2321,APEROL
405.8,0.5798,0.1891,0.2311,APEROL
404.8,0.5798,0.1891,0.2311,APEROL
404.6,0.5792,0.1916,0.2292,APEROL
404.6,0.5792,0.1916,0.2292,APEROL
406.6,0.5792,0.1916,0.2292,APEROL
404.6,0.5792,0.1916,0.2292,APEROL
404.0,0.5792,0.1916,0.2292,APEROL
404.2,0.5792,0.1916,0.2292,APEROL
404.6,0.581,0.1908,0.2282,APEROL
404.2,0.581,0.1908,0.2282,APEROL
404.0,0.5792,0.1916,0.2292,APEROL
404.8,0.5792,0.1916,0.2292,APEROL
398.0,0.5798,0.1891,0.2311,APEROL
398.2,0.5798,0.1891,0.2311,APEROL
398.2,0.5798,0.1891,0.2311,APEROL
398.4,0.5798,0.1891,0.2311,APEROL
397.8,0.578,0.1899,0.2321,APEROL
404.6,0.578,0.1899,0.2321,APEROL
404.2,0.5762,0.1907,0.2331,APEROL
404.8,0.5762,0.1907,0.2331,APEROL
404.2,0.578,0.1899,0.2321,APEROL
404.8,0.578,0.1899,0.2321,APEROL
404.4,0.5798,0.1891,0.2311,APEROL
404.4,0.5798,0.1891,0.2311,APEROL
403.4,0.5798,0.1891,0.2311,APEROL
404.4,0.5798,0.1891,0.2311,APEROL
403.8,0.5798,0.1891,0.2311,APEROL
404.2,0.5798,0.1891,0.2311,APEROL
404.0,0.5798,0.1891,0.2311,APEROL
403.0,0.5798,0.1891,0.2311,APEROL
403.2,0.578,0.1899,0.2321,APEROL
403.2,0.578,0.1899,0.2321,APEROL
402.6,0.5762,0.1907,0.2331,APEROL
402.8,0.5762,0.1907,0.2331,APEROL
403.6,0.5745,0.1915,0.234,APEROL
403.0,0.5745,0.1915,0.234,APEROL
402.8,0.5745,0.1915,0.234,APEROL
404.0,0.5745,0.1915,0.234,APEROL
404.6,0.5762,0.1907,0.2331,APEROL
404.4,0.5762,0.1907,0.2331,APEROL
404.6,0.5762,0.1907,0.2331,APEROL
405.0,0.5762,0.1907,0.2331,APEROL
404.2,0.5762,0.1907,0.2331,APEROL
404.0,0.5762,0.1907,0.2331,APEROL
405.0,0.578,0.1899,0.2321,APEROL
404.8,0.578,0.1899,0.2321,APEROL
405.4,0.578,0.1899,0.2321,APEROL
406.2,0.578,0.1899,0.2321,APEROL
405.2,0.5762,0.1907,0.2331,APEROL
404.8,0.5762,0.1907,0.2331,APEROL
404.6,0.5762,0.1907,0.2331,APEROL
402.8,0.5762,0.1907,0.2331,APEROL
402.6,0.5762,0.1907,0.2331,APEROL
404.0,0.5762,0.1907,0.2331,APEROL
403.4,0.5745,0.1915,0.234,APEROL
403.8,0.5745,0.1915,0.234,APEROL
405.2,0.5745,0.1915,0.234,APEROL
404.4,0.5745,0.1915,0.234,APEROL
403.6,0.5745,0.1915,0.234,APEROL
404.0,0.5745,0.1915,0.234,APEROL
392.2,0.5745,0.1915,0.234,APEROL
392.4,0.5745,0.1915,0.234,APEROL
394.2,0.5745,0.1915,0.234,APEROL
394.4,0.5745,0.1915,0.234,APEROL
394.6,0.5762,0.1907,0.2331,APEROL
405.6,0.5762,0.1907,0.2331,APEROL
405.4,0.5756,0.1932,0.2312,APEROL
403.8,0.5756,0.1932,0.2312,APEROL
403.4,0.5745,0.1941,0.2314,APEROL
403.2,0.5745,0.1941,0.2314,APEROL
403.0,0.5716,0.1958,0.2326,APEROL
402.8,0.5716,0.1958,0.2326,APEROL
403.0,0.571,0.1983,0.2307,APEROL
398.4,0.571,0.1983,0.2307,APEROL
398.8,0.5686,0.2017,0.2298,APEROL
399.8,0.5686,0.2017,0.2298,APEROL
400.2,0.5686,0.2017,0.2298,APEROL
399.8,0.5686,0.2017,0.2298,APEROL
403.8,0.5691,0.2033,0.2276,APEROL
403.6,0.5691,0.2033,0.2276,APEROL
403.8,0.5709,0.2025,0.2267,APEROL
402.8,0.5709,0.2025,0.2267,APEROL
403.0,0.5709,0.2025,0.2267,APEROL
403.2,0.5709,0.2025,0.2267,APEROL
403.0,0.5709,0.2025,0.2267,APEROL
402.6,0.5709,0.2025,0.2267,APEROL
403.4,0.5703,0.2009,0.2288,APEROL
403.6,0.5703,0.2009,0.2288,APEROL
403.8,0.5703,0.2009,0.2288,APEROL
403.8,0.5703,0.2009,0.2288,APEROL
404.0,0.5709,0.2025,0.2267,APEROL
403.6,0.5709,0.2025,0.2267,APEROL
403.6,0.5709,0.2025,0.2267,APEROL
403.8,0.5709,0.2025,0.2267,APEROL
403.8,0.5686,0.2017,0.2298,APEROL
403.6,0.5686,0.2017,0.2298,APEROL
404.0,0.5669,0.2024,0.2307,APEROL
404.0,0.5669,0.2024,0.2307,APEROL
404.0,0.5663,0.2008,0.2329,APEROL
404.2,0.5663,0.2008,0.2329,APEROL
404.0,0.5663,0.2008,0.2329,APEROL
404.4,0.5663,0.2008,0.2329,APEROL
409.6,0.5669,0.1983,0.2348,APEROL
410.6,0.5669,0.1983,0.2348,APEROL
410.6,0.5692,0.1964,0.2344,APEROL
411.0,0.5692,0.1964,0.2344,APEROL
410.0,0.5677,0.1985,0.2338,APEROL
405.2,0.5677,0.1985,0.2338,APEROL
403.4,0.5658,0.2005,0.2338,APEROL
403.0,0.5658,0.2005,0.2338,APEROL
403.0,0.564,0.1972,0.2389,APEROL
402.2,0.564,0.1972,0.2389,APEROL
401.6,0.5624,0.1989,0.2387,APEROL
402.8,0.5624,0.1989,0.2387,APEROL
402.6,0.5585,0.2022,0.2394,APEROL
402.6,0.5585,0.2022,0.2394,APEROL
403.6,0.5633,0.1985,0.2382,APEROL
402.4,0.5633,0.1985,0.2382,APEROL
402.8,0.5669,0.1958,0.2373,APEROL
402.4,0.5669,0.1958,0.2373,APEROL
403.2,0.5664,0.1983,0.2353,APEROL
403.2,0.5664,0.1983,0.2353,APEROL
404.4,0.5642,0.1953,0.2404,APEROL
404.0,0.5642,0.1953,0.2404,APEROL
405.0,0.5642,0.1953,0.2404,APEROL
486.8,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
483.8,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
487.6,0.1667,0.3333,0.5,RUM
487.6,0.1667,0.3333,0.5,RUM
487.0,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
480.8,0.1667,0.3333,0.5,RUM
479.8,0.1667,0.3333,0.5,RUM
480.6,0.1667,0.3333,0.5,RUM
480.8,0.1667,0.3333,0.5,RUM
481.8,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
487.2,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
483.4,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
478.2,0.1667,0.3333,0.5,RUM
478.0,0.1667,0.3333,0.5,RUM
478.6,0.1667,0.3333,0.5,RUM
479.2,0.1667,0.3333,0.5,RUM
476.8,0.1667,0.3333,0.5,RUM
483.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
483.8,0.1667,0.3333,0.5,RUM
483.6,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
482.8,0.1667,0.3333,0.5,RUM
482.8,0.1667,0.3333,0.5,RUM
482.6,0.1667,0.3333,0.5,RUM
483.2,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
487.2,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
487.6,0.1667,0.3333,0.5,RUM
488.4,0.1667,0.3333,0.5,RUM
487.4,0.1667,0.3333,0.5,RUM
487.6,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
487.2,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
483.8,0.1667,0.3333,0.5,RUM
483.8,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
476.6,0.1667,0.3333,0.5,RUM
476.8,0.1667,0.3333,0.5,RUM
475.8,0.1667,0.3333,0.5,RUM
477.4,0.1667,0.3333,0.5,RUM
477.4,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
488.0,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
483.6,0.1667,0.3333,0.5,RUM
483.4,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
487.0,0.1667,0.3333,0.5,RUM
481.0,0.1667,0.3333,0.5,RUM
480.0,0.1667,0.3333,0.5,RUM
479.0,0.1667,0.3333,0.5,RUM
479.4,0.1667,0.3333,0.5,RUM
479.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
483.8,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
483.6,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
484.6,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
491.2,0.1667,0.3333,0.5,RUM
491.4,0.1667,0.3333,0.5,RUM
491.4,0.1667,0.3333,0.5,RUM
492.4,0.1667,0.3333,0.5,RUM
489.2,0.1667,0.3333,0.5,RUM
482.0,0.1667,0.3333,0.5,RUM
481.4,0.1667,0.3333,0.5,RUM
481.8,0.1667,0.3333,0.5,RUM
481.8,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
489.2,0.1667,0.3333,0.5,RUM
488.4,0.1667,0.3333,0.5,RUM
488.0,0.1667,0.3333,0.5,RUM
488.2,0.1667,0.3333,0.5,RUM
488.6,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
487.2,0.1667,0.3333,0.5,RUM
487.4,0.1667,0.3333,0.5,RUM
487.0,0.1667,0.3333,0.5,RUM
487.2,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
484.4,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
484.2,0.1667,0.3333,0.5,RUM
484.0,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
488.4,0.1667,0.3333,0.5,RUM
488.6,0.1667,0.3333,0.5,RUM
489.0,0.1667,0.3333,0.5,RUM
488.0,0.1667,0.3333,0.5,RUM
488.0,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
485.8,0.1667,0.3333,0.5,RUM
484.8,0.1667,0.3333,0.5,RUM
485.4,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.0,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
485.2,0.1667,0.3333,0.5,RUM
488.0,0.1667,0.3333,0.5,RUM
487.6,0.1667,0.3333,0.5,RUM
488.2,0.1667,0.3333,0.5,RUM
489.2,0.1667,0.3333,0.5,RUM
488.8,0.1667,0.3333,0.5,RUM
486.2,0.1667,0.3333,0.5,RUM
486.4,0.1667,0.3333,0.5,RUM
486.6,0.1667,0.3333,0.5,RUM
487.4,0.1667,0.3333,0.5,RUM
487.4,0.1667,0.3333,0.5,RUM
486.8,0.1667,0.3333,0.5,RUM
485.6,0.1667,0.3333,0.5,RUM
485.0,0.1667,0.3333,0.5,RUM
482.0,0.1667,0.3333,0.5,RUM
481.6,0.1667,0.3333,0.5,RUM
481.2,0.1667,0.3333,0.5,RUM
480.6,0.1667,0.3333,0.5,RUM
481.6,0.1667,0.3333,0.5,RUM
484.4,0.1833,0.3167,0.5,RUM
484.8,0.1833,0.3167,0.5,RUM
485.4,0.1833,0.3167,0.5,RUM
486.8,0.1833,0.3167,0.5,RUM
486.4,0.2,0.3,0.5,RUM
486.2,0.2,0.3,0.5,RUM
487.0,0.2167,0.2833,0.5,RUM
485.6,0.2167,0.2833,0.5,RUM
484.4,0.25,0.2833,0.4667,RUM
483.4,0.25,0.2833,0.4667,RUM
483.4,0.2667,0.3,0.4333,RUM
483.0,0.2667,0.3,0.4333,RUM
484.6,0.2833,0.2833,0.4333,RUM
485.0,0.2833,0.2833,0.4333,RUM
485.6,0.2833,0.2833,0.4333,RUM
485.6,0.2833,0.2833,0.4333,RUM
485.8,0.2833,0.2833,0.4333,RUM
485.6,0.2833,0.2833,0.4333,RUM
486.0,0.2667,0.2667,0.4667,RUM
485.8,0.2667,0.2667,0.4667,RUM
486.2,0.24,0.28,0.48,RUM
484.6,0.24,0.28,0.48,RUM
484.0,0.23,0.31,0.46,RUM
484.4,0.23,0.31,0.46,RUM
484.4,0.22,0.34,0.44,RUM
483.4,0.22,0.34,0.44,RUM
485.6,0.21,0.37,0.42,RUM
486.0,0.21,0.37,0.42,RUM
485.6,0.2,0.4,0.4,RUM
485.6,0.2,0.4,0.4,RUM
486.6,0.2,0.4,0.4,RUM
485.6,0.2,0.4,0.4,RUM
486.2,0.2,0.4,0.4,RUM
486.0,0.2,0.4,0.4,RUM
486.4,0.2,0.4,0.4,RUM
486.2,0.2,0.4,0.4,RUM
486.2,0.2,0.4,0.4,RUM
485.6,0.2,0.4,0.4,RUM
485.8,0.2,0.4,0.4,RUM
