capacitity,red,green,blue,label
400.8,0.4142,0.3138,0.272,BEER
400.6,0.4135,0.3122,0.2743,BEER
400.2,0.4135,0.3122,0.2743,BEER
400.2,0.4127,0.3106,0.2767,BEER
400.4,0.4127,0.3106,0.2767,BEER
400.2,0.412,0.3089,0.2791,BEER
400.2,0.412,0.3089,0.2791,BEER
400.4,0.4113,0.3073,0.2814,BEER
400.6,0.4113,0.3073,0.2814,BEER
401.2,0.4149,0.3057,0.2794,BEER
402.2,0.4149,0.3057,0.2794,BEER
402.4,0.4149,0.3057,0.2794,BEER
402.6,0.4149,0.3057,0.2794,BEER
400.2,0.4131,0.3087,0.2782,BEER
400.2,0.4131,0.3087,0.2782,BEER
399.6,0.415,0.31,0.275,BEER
399.6,0.415,0.31,0.275,BEER
399.4,0.4168,0.3114,0.2718,BEER
400.2,0.4168,0.3114,0.2718,BEER
399.2,0.4168,0.3114,0.2718,BEER
399.6,0.4168,0.3114,0.2718,BEER
401.8,0.4186,0.3127,0.2687,BEER
401.8,0.4186,0.3127,0.2687,BEER
403.4,0.4222,0.3111,0.2667,BEER
402.8,0.4222,0.3111,0.2667,BEER
402.0,0.4222,0.3111,0.2667,BEER
399.8,0.4222,0.3111,0.2667,BEER
399.8,0.4204,0.3098,0.2699,BEER
400.0,0.4204,0.3098,0.2699,BEER
401.4,0.4186,0.3084,0.273,BEER
401.0,0.4186,0.3084,0.273,BEER
400.8,0.4174,0.3087,0.2739,BEER
400.8,0.4174,0.3087,0.2739,BEER
407.2,0.4138,0.3103,0.2759,BEER
407.0,0.4138,0.3103,0.2759,BEER
407.8,0.4127,0.3106,0.2767,BEER
408.2,0.4127,0.3106,0.2767,BEER
408.2,0.4135,0.3122,0.2743,BEER
400.6,0.4135,0.3122,0.2743,BEER
397.6,0.4142,0.3138,0.272,BEER
398.2,0.4142,0.3138,0.272,BEER
398.2,0.4142,0.3138,0.272,BEER
398.8,0.4142,0.3138,0.272,BEER
400.0,0.4167,0.3125,0.2708,BEER
403.4,0.4167,0.3125,0.2708,BEER
402.0,0.4167,0.3125,0.2708,BEER
401.8,0.4167,0.3125,0.2708,BEER
401.2,0.4167,0.3125,0.2708,BEER
400.6,0.4167,0.3125,0.2708,BEER
401.8,0.4167,0.3125,0.2708,BEER
402.0,0.4167,0.3125,0.2708,BEER
402.0,0.4167,0.3125,0.2708,BEER
402.0,0.4167,0.3125,0.2708,BEER
402.6,0.4167,0.3125,0.2708,BEER
401.2,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
402.2,0.4167,0.3125,0.2708,BEER
402.4,0.4167,0.3125,0.2708,BEER
402.2,0.4167,0.3125,0.2708,BEER
402.4,0.4167,0.3125,0.2708,BEER
402.6,0.4167,0.3125,0.2708,BEER
402.6,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
402.2,0.4167,0.3125,0.2708,BEER
402.0,0.4167,0.3125,0.2708,BEER
401.8,0.4167,0.3125,0.2708,BEER
401.4,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
401.2,0.4167,0.3125,0.2708,BEER
401.4,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
401.8,0.4167,0.3125,0.2708,BEER
401.8,0.4167,0.3125,0.2708,BEER
401.6,0.4167,0.3125,0.2708,BEER
400.0,0.5971,0.1144,0.2885,WINE
399.8,0.5971,0.1144,0.2885,WINE
400.8,0.6013,0.1127,0.286,WINE
400.8,0.6013,0.1127,0.286,WINE
399.6,0.6047,0.1124,0.2829,WINE
399.6,0.6047,0.1124,0.2829,WINE
399.6,0.6013,0.1139,0.2848,WINE
395.6,0.6013,0.1139,0.2848,WINE
394.8,0.5993,0.1135,0.2871,WINE
398.8,0.5993,0.1135,0.2871,WINE
399.6,0.6018,0.1115,0.2867,WINE
399.2,0.6018,0.1115,0.2867,WINE
402.4,0.6005,0.1119,0.2876,WINE
403.0,0.6005,0.1119,0.2876,WINE
400.0,0.5987,0.1133,0.288,WINE
397.8,0.5987,0.1133,0.288,WINE
398.0,0.6025,0.1122,0.2853,WINE
397.8,0.6025,0.1122,0.2853,WINE
398.0,0.6019,0.1115,0.2866,WINE
398.4,0.6019,0.1115,0.2866,WINE
400.0,0.6005,0.1119,0.2875,WINE
400.2,0.6005,0.1119,0.2875,WINE
401.4,0.6011,0.1109,0.288,WINE
402.0,0.6011,0.1109,0.288,WINE
401.6,0.6087,0.1079,0.2835,WINE
401.8,0.6087,0.1079,0.2835,WINE
402.0,0.6068,0.1106,0.2826,WINE
401.8,0.6068,0.1106,0.2826,WINE
401.2,0.6074,0.1113,0.2813,WINE
401.8,0.6074,0.1113,0.2813,WINE
401.4,0.6088,0.1122,0.279,WINE
400.6,0.6088,0.1122,0.279,WINE
400.4,0.6087,0.1135,0.2778,WINE
400.8,0.6087,0.1135,0.2778,WINE
400.0,0.6017,0.1179,0.2804,WINE
400.2,0.6017,0.1179,0.2804,WINE
400.2,0.6017,0.1162,0.2821,WINE
399.6,0.6017,0.1162,0.2821,WINE
399.0,0.5993,0.1182,0.2826,WINE
399.0,0.5993,0.1182,0.2826,WINE
399.0,0.5999,0.1189,0.2812,WINE
399.4,0.5999,0.1189,0.2812,WINE
399.6,0.5969,0.1206,0.2825,WINE
400.4,0.5969,0.1206,0.2825,WINE
400.6,0.5964,0.1206,0.2831,WINE
400.8,0.5964,0.1206,0.2831,WINE
400.6,0.5976,0.122,0.2805,WINE
399.6,0.5976,0.122,0.2805,WINE
400.0,0.6029,0.1212,0.2758,WINE
400.6,0.6029,0.1212,0.2758,WINE
400.2,0.6065,0.1202,0.2734,WINE
400.6,0.6065,0.1202,0.2734,WINE
400.8,0.6118,0.1194,0.2688,WINE
400.2,0.6118,0.1194,0.2688,WINE
399.8,0.6118,0.1194,0.2688,WINE
400.2,0.6118,0.1194,0.2688,WINE
400.0,0.6112,0.1187,0.2701,WINE
400.8,0.6112,0.1187,0.2701,WINE
400.4,0.61,0.1191,0.2709,WINE
400.6,0.61,0.1191,0.2709,WINE
402.0,0.6077,0.1198,0.2725,WINE
402.2,0.6077,0.1198,0.2725,WINE
401.4,0.6054,0.1205,0.2741,WINE
402.4,0.6054,0.1205,0.2741,WINE
402.0,0.6036,0.1201,0.2763,WINE
400.6,0.6036,0.1201,0.2763,WINE
399.8,0.6042,0.1209,0.2749,WINE
400.4,0.6042,0.1209,0.2749,WINE
399.8,0.6012,0.1209,0.2779,WINE
400.0,0.6012,0.1209,0.2779,WINE
400.0,0.6024,0.1205,0.2771,WINE
400.6,0.6024,0.1205,0.2771,WINE
401.0,0.6006,0.1201,0.2793,WINE
400.6,0.6006,0.1201,0.2793,WINE
399.8,0.6048,0.1198,0.2754,WINE
399.0,0.6048,0.1198,0.2754,WINE
398.2,0.606,0.1194,0.2746,WINE
398.0,0.606,0.1194,0.2746,WINE
398.0,0.609,0.1194,0.2716,WINE
398.6,0.609,0.1194,0.2716,WINE
399.2,0.609,0.1194,0.2716,WINE
399.8,0.609,0.1194,0.2716,WINE
400.0,0.6119,0.1194,0.2687,WINE
400.2,0.6119,0.1194,0.2687,WINE
400.6,0.6119,0.1194,0.2687,WINE
400.2,0.6119,0.1194,0.2687,WINE
401.2,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
401.2,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
399.8,0.6119,0.1194,0.2687,WINE
399.8,0.6119,0.1194,0.2687,WINE
399.6,0.6119,0.1194,0.2687,WINE
400.4,0.6119,0.1194,0.2687,WINE
399.2,0.6119,0.1194,0.2687,WINE
399.6,0.6101,0.1191,0.2708,WINE
400.0,0.6101,0.1191,0.2708,WINE
400.2,0.6072,0.1191,0.2738,WINE
399.4,0.6072,0.1191,0.2738,WINE
400.8,0.6042,0.1191,0.2768,WINE
401.0,0.6042,0.1191,0.2768,WINE
400.6,0.6024,0.1174,0.2802,WINE
400.0,0.6024,0.1174,0.2802,WINE
400.2,0.6007,0.1157,0.2836,WINE
399.6,0.6007,0.1157,0.2836,WINE
399.0,0.6007,0.1144,0.2849,WINE
399.2,0.6007,0.1144,0.2849,WINE
399.2,0.6007,0.1131,0.2862,WINE
399.2,0.6007,0.1131,0.2862,WINE
400.2,0.6,0.1111,0.2889,WINE
400.8,0.6,0.1111,0.2889,WINE
400.4,0.5981,0.1108,0.2911,WINE
400.6,0.5981,0.1108,0.2911,WINE
409.6,0.5968,0.1111,0.292,WINE
408.8,0.5968,0.1111,0.292,WINE
408.8,0.595,0.1108,0.2943,WINE
408.8,0.595,0.1108,0.2943,WINE
409.0,0.6029,0.1094,0.2877,WINE
399.8,0.6029,0.1094,0.2877,WINE
400.6,0.6106,0.1111,0.2783,WINE
400.4,0.6106,0.1111,0.2783,WINE
399.0,0.6191,0.1104,0.2705,WINE
399.0,0.6191,0.1104,0.2705,WINE
399.8,0.627,0.109,0.2639,WINE
399.8,0.627,0.109,0.2639,WINE
399.4,0.6366,0.1081,0.2553,WINE
401.6,0.6366,0.1081,0.2553,WINE
401.4,0.6377,0.1077,0.2545,WINE
399.6,0.6377,0.1077,0.2545,WINE
399.4,0.6377,0.1077,0.2545,WINE
399.6,0.6377,0.1077,0.2545,WINE
399.4,0.6369,0.1101,0.253,WINE
400.0,0.6369,0.1101,0.253,WINE
401.8,0.6361,0.1124,0.2515,WINE
401.8,0.6361,0.1124,0.2515,WINE
407.4,0.6353,0.1147,0.25,WINE
406.4,0.6353,0.1147,0.25,WINE
405.8,0.6334,0.1173,0.2493,WINE
405.2,0.6334,0.1173,0.2493,WINE
405.2,0.6345,0.117,0.2486,WINE
400.4,0.6345,0.117,0.2486,WINE
401.4,0.6355,0.1166,0.2478,WINE
401.4,0.6355,0.1166,0.2478,WINE
401.6,0.6366,0.1163,0.2471,WINE
402.0,0.6366,0.1163,0.2471,WINE
400.2,0.6366,0.1163,0.2471,WINE
399.6,0.6366,0.1163,0.2471,WINE
399.2,0.6351,0.1178,0.2471,WINE
398.6,0.6351,0.1178,0.2471,WINE
396.4,0.6326,0.1196,0.2478,WINE
397.6,0.6326,0.1196,0.2478,WINE
398.0,0.6301,0.1214,0.2486,WINE
396.8,0.6301,0.1214,0.2486,WINE
397.0,0.6258,0.1228,0.2513,WINE
400.2,0.6258,0.1228,0.2513,WINE
398.0,0.6216,0.1243,0.2541,WINE
398.2,0.6216,0.1243,0.2541,WINE
399.6,0.6188,0.1243,0.2569,WINE
401.2,0.6188,0.1243,0.2569,WINE
400.0,0.6143,0.124,0.2617,WINE
402.4,0.6143,0.124,0.2617,WINE
398.0,0.6116,0.124,0.2645,WINE
398.0,0.6116,0.124,0.2645,WINE
396.2,0.6105,0.1243,0.2652,WINE
391.4,0.6105,0.1243,0.2652,WINE
390.8,0.6105,0.1243,0.2652,WINE
395.0,0.6105,0.1243,0.2652,WINE
395.4,0.6105,0.1243,0.2652,WINE
395.2,0.6105,0.1243,0.2652,WINE
399.8,0.6132,0.1243,0.2624,WINE
400.0,0.6132,0.1243,0.2624,WINE
400.2,0.6143,0.124,0.2617,WINE
399.2,0.6143,0.124,0.2617,WINE
399.2,0.6154,0.1236,0.261,WINE
399.6,0.6154,0.1236,0.261,WINE
399.8,0.616,0.1243,0.2596,WINE
400.4,0.616,0.1243,0.2596,WINE
401.4,0.6206,0.1247,0.2548,WINE
402.0,0.6206,0.1247,0.2548,WINE
402.0,0.6195,0.1278,0.2527,WINE
402.2,0.6195,0.1278,0.2527,WINE
401.4,0.6168,0.1305,0.2527,WINE
401.2,0.6168,0.1305,0.2527,WINE
401.2,0.6135,0.1325,0.254,WINE
400.6,0.6135,0.1325,0.254,WINE
400.6,0.6101,0.1346,0.2553,WINE
401.2,0.6101,0.1346,0.2553,WINE
401.2,0.6055,0.137,0.2574,WINE
400.2,0.6055,0.137,0.2574,WINE
400.4,0.6028,0.137,0.2602,WINE
399.8,0.6028,0.137,0.2602,WINE
399.2,0.6028,0.137,0.2602,WINE
400.4,0.6028,0.137,0.2602,WINE
401.6,0.6033,0.1377,0.2589,WINE
401.4,0.6033,0.1377,0.2589,WINE
401.6,0.605,0.1381,0.2569,WINE
400.0,0.605,0.1381,0.2569,WINE
399.4,0.6044,0.1374,0.2582,WINE
399.0,0.6044,0.1374,0.2582,WINE
398.8,0.6082,0.137,0.2548,WINE
400.0,0.6082,0.137,0.2548,WINE
401.6,0.6093,0.1366,0.2541,WINE
401.0,0.6093,0.1366,0.2541,WINE
401.2,0.6093,0.1366,0.2541,WINE
400.8,0.6093,0.1366,0.2541,WINE
401.8,0.6076,0.1362,0.2561,WINE
401.8,0.6076,0.1362,0.2561,WINE
402.4,0.6066,0.1366,0.2568,WINE
403.4,0.6066,0.1366,0.2568,WINE
404.6,0.6038,0.1366,0.2596,WINE
402.8,0.6038,0.1366,0.2596,WINE
402.4,0.6027,0.137,0.2603,WINE
402.8,0.6027,0.137,0.2603,WINE
401.8,0.6027,0.137,0.2603,WINE
401.6,0.6027,0.137,0.2603,WINE
402.4,0.6038,0.1366,0.2596,WINE
402.6,0.6038,0.1366,0.2596,WINE
401.6,0.6049,0.1362,0.2589,WINE
401.4,0.6049,0.1362,0.2589,WINE
401.2,0.606,0.1359,0.2582,WINE
400.0,0.606,0.1359,0.2582,WINE
400.2,0.607,0.1355,0.2575,WINE
400.2,0.607,0.1355,0.2575,WINE
400.0,0.6075,0.1344,0.258,WINE
400.6,0.6075,0.1344,0.258,WINE
401.4,0.6065,0.1348,0.2587,WINE
401.6,0.6065,0.1348,0.2587,WINE
401.6,0.6071,0.1328,0.2602,WINE
397.8,0.5987,0.1133,0.288,WINE
398.0,0.6025,0.1122,0.2853,WINE
397.8,0.6025,0.1122,0.2853,WINE
398.0,0.6019,0.1115,0.2866,WINE
398.4,0.6019,0.1115,0.2866,WINE
400.0,0.6005,0.1119,0.2875,WINE
400.0,0.6119,0.1194,0.2687,WINE
400.2,0.6119,0.1194,0.2687,WINE
400.6,0.6119,0.1194,0.2687,WINE
400.2,0.6119,0.1194,0.2687,WINE
401.2,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
401.2,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
399.8,0.6119,0.1194,0.2687,WINE
399.8,0.6119,0.1194,0.2687,WINE
399.6,0.6119,0.1194,0.2687,WINE
400.4,0.6119,0.1194,0.2687,WINE
399.2,0.6119,0.1194,0.2687,WINE
399.6,0.6101,0.1191,0.2708,WINE
400.0,0.6101,0.1191,0.2708,WINE
400.2,0.6072,0.1191,0.2738,WINE
399.4,0.6072,0.1191,0.2738,WINE
400.8,0.6042,0.1191,0.2768,WINE
401.0,0.6042,0.1191,0.2768,WINE
400.6,0.6024,0.1174,0.2802,WINE
400.0,0.6024,0.1174,0.2802,WINE
400.2,0.6007,0.1157,0.2836,WINE
399.6,0.6007,0.1157,0.2836,WINE
399.0,0.6007,0.1144,0.2849,WINE
399.2,0.6007,0.1144,0.2849,WINE
399.2,0.6007,0.1131,0.2862,WINE
399.2,0.6007,0.1131,0.2862,WINE
400.2,0.6,0.1111,0.2889,WINE
400.8,0.6,0.1111,0.2889,WINE
400.0,0.5971,0.1144,0.2885,WINE
399.8,0.5971,0.1144,0.2885,WINE
400.8,0.6013,0.1127,0.286,WINE
400.8,0.6013,0.1127,0.286,WINE
399.6,0.6047,0.1124,0.2829,WINE
399.6,0.6047,0.1124,0.2829,WINE
399.6,0.6013,0.1139,0.2848,WINE
395.6,0.6013,0.1139,0.2848,WINE
394.8,0.5993,0.1135,0.2871,WINE
398.8,0.5993,0.1135,0.2871,WINE
399.6,0.6018,0.1115,0.2867,WINE
399.2,0.6018,0.1115,0.2867,WINE
402.4,0.6005,0.1119,0.2876,WINE
403.0,0.6005,0.1119,0.2876,WINE
400.0,0.5987,0.1133,0.288,WINE
397.8,0.5987,0.1133,0.288,WINE
398.0,0.6025,0.1122,0.2853,WINE
401.8,0.6068,0.1106,0.2826,WINE
401.2,0.6074,0.1113,0.2813,WINE
401.8,0.6074,0.1113,0.2813,WINE
401.4,0.6088,0.1122,0.279,WINE
400.6,0.6088,0.1122,0.279,WINE
400.4,0.6087,0.1135,0.2778,WINE
400.8,0.6087,0.1135,0.2778,WINE
400.0,0.6017,0.1179,0.2804,WINE
400.2,0.6017,0.1179,0.2804,WINE
400.2,0.6017,0.1162,0.2821,WINE
399.6,0.6017,0.1162,0.2821,WINE
399.0,0.5993,0.1182,0.2826,WINE
399.0,0.5993,0.1182,0.2826,WINE
399.0,0.5999,0.1189,0.2812,WINE
399.4,0.5999,0.1189,0.2812,WINE
399.6,0.5969,0.1206,0.2825,WINE
400.4,0.5969,0.1206,0.2825,WINE
400.6,0.5964,0.1206,0.2831,WINE
400.8,0.5964,0.1206,0.2831,WINE
400.6,0.5976,0.122,0.2805,WINE
399.6,0.5976,0.122,0.2805,WINE
400.0,0.6029,0.1212,0.2758,WINE
400.6,0.6029,0.1212,0.2758,WINE
400.2,0.6065,0.1202,0.2734,WINE
400.6,0.6065,0.1202,0.2734,WINE
400.8,0.6118,0.1194,0.2688,WINE
400.2,0.6118,0.1194,0.2688,WINE
399.8,0.6118,0.1194,0.2688,WINE
400.2,0.6118,0.1194,0.2688,WINE
400.0,0.6112,0.1187,0.2701,WINE
400.8,0.6112,0.1187,0.2701,WINE
400.4,0.61,0.1191,0.2709,WINE
400.6,0.61,0.1191,0.2709,WINE
402.0,0.6077,0.1198,0.2725,WINE
402.2,0.6077,0.1198,0.2725,WINE
401.4,0.6054,0.1205,0.2741,WINE
402.4,0.6054,0.1205,0.2741,WINE
402.0,0.6036,0.1201,0.2763,WINE
400.6,0.6036,0.1201,0.2763,WINE
399.8,0.6042,0.1209,0.2749,WINE
400.4,0.6042,0.1209,0.2749,WINE
399.8,0.6012,0.1209,0.2779,WINE
400.0,0.6012,0.1209,0.2779,WINE
400.0,0.6024,0.1205,0.2771,WINE
400.6,0.6024,0.1205,0.2771,WINE
401.0,0.6006,0.1201,0.2793,WINE
400.6,0.6006,0.1201,0.2793,WINE
399.8,0.6048,0.1198,0.2754,WINE
399.0,0.6048,0.1198,0.2754,WINE
398.2,0.606,0.1194,0.2746,WINE
398.0,0.606,0.1194,0.2746,WINE
398.0,0.609,0.1194,0.2716,WINE
398.6,0.609,0.1194,0.2716,WINE
399.2,0.609,0.1194,0.2716,WINE
399.8,0.609,0.1194,0.2716,WINE
400.0,0.6119,0.1194,0.2687,WINE
400.2,0.6119,0.1194,0.2687,WINE
400.6,0.6119,0.1194,0.2687,WINE
400.2,0.6119,0.1194,0.2687,WINE
401.2,0.6119,0.1194,0.2687,WINE
400.8,0.6119,0.1194,0.2687,WINE
401.2,0.6119,0.1194,0.2687,WINE
404.6,0.5669,0.1969,0.2362,APEROL
404.4,0.5669,0.1969,0.2362,APEROL
403.8,0.5669,0.1969,0.2362,APEROL
402.8,0.5669,0.1969,0.2362,APEROL
403.4,0.5669,0.1969,0.2362,APEROL
403.6,0.5669,0.1969,0.2362,APEROL
404.2,0.5669,0.1969,0.2362,APEROL
405.0,0.5652,0.1976,0.2372,APEROL
406.2,0.5652,0.1976,0.2372,APEROL
406.0,0.5675,0.1985,0.2341,APEROL
405.8,0.5675,0.1985,0.2341,APEROL
405.6,0.568,0.2001,0.2319,APEROL
404.8,0.568,0.2001,0.2319,APEROL
404.0,0.5686,0.2017,0.2298,APEROL
403.6,0.5686,0.2017,0.2298,APEROL
404.0,0.5715,0.1999,0.2285,APEROL
403.6,0.5715,0.1999,0.2285,APEROL
403.4,0.5762,0.1974,0.2264,APEROL
404.4,0.5762,0.1974,0.2264,APEROL
405.2,0.5768,0.1949,0.2283,APEROL
404.8,0.5768,0.1949,0.2283,APEROL
405.2,0.5774,0.1924,0.2302,APEROL
405.4,0.5774,0.1924,0.2302,APEROL
405.2,0.5762,0.1907,0.2331,APEROL
404.8,0.5762,0.1907,0.2331,APEROL
405.2,0.5725,0.1924,0.2351,APEROL
405.0,0.5725,0.1924,0.2351,APEROL
405.0,0.5708,0.1932,0.2361,APEROL
404.8,0.5708,0.1932,0.2361,APEROL
404.8,0.5684,0.1965,0.2351,APEROL
404.6,0.5684,0.1965,0.2351,APEROL
405.0,0.5684,0.1965,0.2351,APEROL
405.4,0.5684,0.1965,0.2351,APEROL
405.2,0.5702,0.1957,0.2341,APEROL
406.2,0.5702,0.1957,0.2341,APEROL
405.6,0.5721,0.1949,0.2331,APEROL
405.4,0.5721,0.1949,0.2331,APEROL
405.2,0.5721,0.1949,0.2331,APEROL
405.6,0.5721,0.1949,0.2331,APEROL
405.2,0.5745,0.1915,0.234,APEROL
405.6,0.5745,0.1915,0.234,APEROL
405.4,0.5726,0.1923,0.2351,APEROL
405.2,0.5726,0.1923,0.2351,APEROL
405.2,0.5708,0.1932,0.2361,APEROL
404.8,0.5708,0.1932,0.2361,APEROL
404.4,0.5708,0.1932,0.2361,APEROL
403.6,0.5708,0.1932,0.2361,APEROL
403.4,0.5708,0.1932,0.2361,APEROL
403.2,0.5708,0.1932,0.2361,APEROL
403.0,0.5689,0.194,0.2371,APEROL
403.4,0.5689,0.194,0.2371,APEROL
404.4,0.5708,0.1932,0.2361,APEROL
404.2,0.5708,0.1932,0.2361,APEROL
405.2,0.5726,0.1923,0.2351,APEROL
405.0,0.5726,0.1923,0.2351,APEROL
404.8,0.5726,0.1923,0.2351,APEROL
405.0,0.5726,0.1923,0.2351,APEROL
406.2,0.5708,0.1932,0.2361,APEROL
405.4,0.5708,0.1932,0.2361,APEROL
405.2,0.5708,0.1932,0.2361,APEROL
404.6,0.5708,0.1932,0.2361,APEROL
405.0,0.5708,0.1932,0.2361,APEROL
404.4,0.5708,0.1932,0.2361,APEROL
404.6,0.5689,0.194,0.2371,APEROL
404.6,0.5689,0.194,0.2371,APEROL
405.8,0.5671,0.1948,0.2381,APEROL
405.0,0.5671,0.1948,0.2381,APEROL
404.0,0.5696,0.1957,0.2347,APEROL
403.6,0.5696,0.1957,0.2347,APEROL
404.0,0.5721,0.1966,0.2313,APEROL
403.6,0.5721,0.1966,0.2313,APEROL
403.8,0.5702,0.1974,0.2324,APEROL
404.6,0.5702,0.1974,0.2324,APEROL
404.4,0.5702,0.1974,0.2324,APEROL
403.8,0.5702,0.1974,0.2324,APEROL
403.6,0.5702,0.1974,0.2324,APEROL
403.0,0.5702,0.1974,0.2324,APEROL
402.8,0.5702,0.1974,0.2324,APEROL
403.4,0.5702,0.1974,0.2324,APEROL
403.6,0.5702,0.1974,0.2324,APEROL
404.4,0.5702,0.1974,0.2324,APEROL
404.6,0.5728,0.1983,0.229,APEROL
405.2,0.5728,0.1983,0.229,APEROL
404.8,0.5746,0.1974,0.228,APEROL
404.8,0.5746,0.1974,0.228,APEROL
402.8,0.5758,0.1991,0.225,APEROL
403.0,0.5758,0.1991,0.225,APEROL
402.8,0.5728,0.2008,0.2264,APEROL
402.8,0.5728,0.2008,0.2264,APEROL
403.2,0.5697,0.2024,0.2278,APEROL
404.4,0.5697,0.2024,0.2278,APEROL
404.6,0.5662,0.2024,0.2314,APEROL
404.2,0.5662,0.2024,0.2314,APEROL
403.0,0.5656,0.205,0.2295,APEROL
402.8,0.5656,0.205,0.2295,APEROL
403.0,0.5633,0.2041,0.2326,APEROL
402.6,0.5633,0.2041,0.2326,APEROL
402.4,0.5633,0.2041,0.2326,APEROL
403.2,0.5633,0.2041,0.2326,APEROL
403.2,0.5651,0.2033,0.2316,APEROL
403.0,0.5651,0.2033,0.2316,APEROL
403.6,0.5674,0.2041,0.2285,APEROL
404.4,0.5674,0.2041,0.2285,APEROL
404.6,0.5674,0.2041,0.2285,APEROL
404.8,0.5674,0.2041,0.2285,APEROL
405.0,0.5674,0.2041,0.2285,APEROL
404.8,0.5674,0.2041,0.2285,APEROL
405.0,0.5691,0.2033,0.2276,APEROL
405.2,0.5691,0.2033,0.2276,APEROL
404.8,0.5669,0.2024,0.2307,APEROL
404.2,0.5669,0.2024,0.2307,APEROL
404.2,0.5651,0.2033,0.2316,APEROL
403.6,0.5651,0.2033,0.2316,APEROL
403.4,0.5628,0.2025,0.2347,APEROL
403.4,0.5628,0.2025,0.2347,APEROL
403.6,0.5633,0.2041,0.2326,APEROL
402.4,0.5633,0.2041,0.2326,APEROL
402.0,0.561,0.2033,0.2357,APEROL
401.8,0.561,0.2033,0.2357,APEROL
402.4,0.561,0.2033,0.2357,APEROL
403.0,0.561,0.2033,0.2357,APEROL
404.2,0.5628,0.2025,0.2347,APEROL
404.6,0.5628,0.2025,0.2347,APEROL
405.0,0.5651,0.2033,0.2316,APEROL
404.8,0.5651,0.2033,0.2316,APEROL
404.4,0.5651,0.2033,0.2316,APEROL
404.2,0.5651,0.2033,0.2316,APEROL
404.2,0.5674,0.2041,0.2285,APEROL
404.6,0.5674,0.2041,0.2285,APEROL
404.2,0.5696,0.2049,0.2254,APEROL
402.6,0.5696,0.2049,0.2254,APEROL
402.6,0.5696,0.2049,0.2254,APEROL
402.6,0.5696,0.2049,0.2254,APEROL
402.2,0.5696,0.2049,0.2254,APEROL
402.2,0.5696,0.2049,0.2254,APEROL
404.0,0.5714,0.2041,0.2245,APEROL
404.0,0.5714,0.2041,0.2245,APEROL
404.0,0.5696,0.2049,0.2254,APEROL
404.6,0.5696,0.2049,0.2254,APEROL
404.6,0.5679,0.2058,0.2264,APEROL
408.4,0.5679,0.2058,0.2264,APEROL
408.2,0.5679,0.2058,0.2264,APEROL
409.0,0.5679,0.2058,0.2264,APEROL
408.4,0.5679,0.2058,0.2264,APEROL
408.6,0.5679,0.2058,0.2264,APEROL
404.8,0.5673,0.2042,0.2285,APEROL
406.4,0.5673,0.2042,0.2285,APEROL
406.4,0.5668,0.2025,0.2307,APEROL
406.6,0.5668,0.2025,0.2307,APEROL
406.6,0.5686,0.2017,0.2298,APEROL
406.4,0.5686,0.2017,0.2298,APEROL
404.6,0.5668,0.2025,0.2307,APEROL
404.6,0.5668,0.2025,0.2307,APEROL
404.6,0.565,0.2034,0.2316,APEROL
404.4,0.565,0.2034,0.2316,APEROL
406.2,0.5662,0.2024,0.2314,APEROL
407.4,0.5662,0.2024,0.2314,APEROL
407.0,0.5685,0.2033,0.2283,APEROL
407.2,0.5685,0.2033,0.2283,APEROL
407.6,0.5691,0.2007,0.2302,APEROL
406.0,0.5691,0.2007,0.2302,APEROL
404.4,0.5715,0.1974,0.2312,APEROL
404.4,0.5715,0.1974,0.2312,APEROL
404.0,0.5739,0.194,0.2321,APEROL
404.0,0.5739,0.194,0.2321,APEROL
400.0,0.5764,0.1948,0.2288,APEROL
400.6,0.5764,0.1948,0.2288,APEROL
399.8,0.5795,0.1932,0.2274,APEROL
400.0,0.5795,0.1932,0.2274,APEROL
399.6,0.5801,0.1949,0.225,APEROL
403.0,0.5801,0.1949,0.225,APEROL
403.2,0.5808,0.1966,0.2227,APEROL
403.0,0.5808,0.1966,0.2227,APEROL
402.8,0.5833,0.1974,0.2193,APEROL
403.2,0.5833,0.1974,0.2193,APEROL
398.2,0.5814,0.1983,0.2203,APEROL
398.2,0.5814,0.1983,0.2203,APEROL
398.6,0.579,0.1974,0.2236,APEROL
398.8,0.579,0.1974,0.2236,APEROL
399.0,0.5783,0.1957,0.226,APEROL
404.8,0.5783,0.1957,0.226,APEROL
404.8,0.5776,0.194,0.2283,APEROL
405.0,0.5776,0.194,0.2283,APEROL
404.8,0.5758,0.1949,0.2293,APEROL
404.4,0.5758,0.1949,0.2293,APEROL
